1184042, -90
1320269, -31
1165649, -37
1254316, -46
1119178, -29
1133653, -29
1174478, -32
1330409, -29
1330120, -31
1138703, -25
1162865, -27
1328349, -27
1328319, -29
1128614, -93
1135096, -34
1153598, -64
1145144, -24
1167963, -29
1133825, -48
1252031, -21
1125177, -36
1220735, -27
1127630, -21
1133776, -25
1134441, -40
1123153, -74
1136796, -99
1137148, -29
1147085, -22
1132441, -52
1331087, -23
1251954, -24
1225667, -25
1132902, -25
1133516, -31
1140677, -24
1129282, -23
1123611, -29
1143115, -46
1203537, -26
1134187, -29
1139607, -24
1137475, -22
1131739, -25
1129547, -26
1133722, -24
1133607, -26
1133615, -28
1135154, -29
1130987, -27
1203616, -28
1184620, -30
1154301, -27
1142462, -19
1138873, -20
1126358, -28
1115551, -89
1160274, -31
1145645, -28
1136524, -24
1208436, -22
1131661, -28
1132022, -86
1131776, -23
1132705, -31
1129269, -23
1132267, -92
1267932, -29
1135839, -27
1157989, -23
1140234, -23
1133144, -27
1142097, -26
1227231, -57
1130657, -21
1134264, -44
1138475, -23
1219185, -30
1151870, -32
1127307, -28
1137937, -27
1128717, -26
1128513, -29
1144737, -25
1137619, -26
1135454, -39
1127821, -41
1134838, -22
1133596, -39
1137443, -26
1118001, -30
1141497, -26
1120936, -26
1131855, -40
1131040, -36
1136648, -27
1131392, -26
1135590, -23
1164174, -26
1322434, -24
1132844, -52
1136272, -29
1137391, -32
1136709, -77
1138705, -46
1135745, -21
1132484, -26
1133001, -24
1168211, -31
1132262, -27
1130058, -28
1125258, -31
1140259, -53
1131707, -27
1194252, -63
1183401, -25
1126021, -24
1184745, -24
1133927, -40
1138245, -26
1159355, -27
1185582, -26
1172659, -68
1132559, -27
1179984, -26
1135194, -23
1133769, -28
1120871, -28
1128783, -27
1130114, -56
1138077, -25
1220372, -21
1165775, -29
1127043, -55
1134215, -32
1139931, -23
1166555, -22
1166560, -30
1140310, -24
1136046, -27
1134288, -27
1142045, -22
1128018, -43
1133686, -26
1136757, -31
1192015, -24
1130071, -28
1128266, -33
1148803, -25
1139412, -33
1132638, -23
1118170, -28
1174688, -25
1117945, -23
1136235, -29
1144936, -26
1129911, -37
1145854, -48
1133151, -30
1128870, -27
1148420, -24
1137503, -91
1333406, -29
1131734, -30
1220877, -22
1199760, -23
1207775, -24
1210098, -49
1136357, -30
1135456, -30
1133642, -30
1134136, -53
1130921, -45
1131863, -60
1142304, -21
1137488, -32
1201183, -23
1132871, -31
1114134, -41
1134801, -26
1212229, -21
1134034, -29
1140902, -20
1147201, -27
1160915, -24
1130165, -33
1139286, -26
1128144, -27
1130918, -24
1137016, -28
1131006, -27
1125529, -32
1133348, -24
1136654, -25
1134291, -30
1137771, -26
1134352, -23
1146439, -55
1199446, -33
1140001, -25
1186249, -24
1136700, -32
1133248, -25
1129876, -61
1134411, -29
1127145, -30
1163496, -44
1146348, -37
1123564, -28
1133422, -81
1131540, -49
1139153, -41
1112612, -28
1130710, -24
1137610, -28
1133900, -27
1136964, -46
1182027, -29
1129413, -29
1133031, -27
1153775, -54
