1363854, -19
1290569, -17
1312492, -17
1268568, -35
1320093, -21
1352448, -17
1305307, -16
1317181, -19
1320123, -17
1306273, -17
1318755, -16
1117088, -20
1317976, -35
1338985, -18
1324653, -19
1231362, -46
1176686, -16
1261344, -16
1306595, -15
1327842, -45
1397624, -16
1319328, -15
1287464, -15
1262318, -19
1288547, -19
1176898, -16
1100418, -15
1112387, -16
1319239, -16
1322612, -17
1322550, -16
1320867, -14
1318854, -34
1373217, -15
1310204, -44
3301573, -46
3304664, -21
1318901, -15
1281533, -14
1316858, -18
1325332, -16
1312877, -13
1205930, -15
1310339, -14
1320251, -14
1320371, -13
1276402, -14
1322024, -15
1313401, -15
1317558, -15
1227597, -33
1371422, -19
1323801, -45
3313782, -20
1327622, -15
1322524, -45
3314082, -20
1324212, -15
1319783, -45
2859027, -47
1382873, -15
1317543, -15
1173387, -14
1318473, -31
1405821, -16
1320844, -16
1289169, -14
1319064, -15
1266560, -14
1298939, -15
1313421, -15
1307788, -15
1314410, -14
1322475, -15
1309234, -19
1324686, -15
1321804, -14
1317549, -19
1317099, -15
1316662, -18
1093604, -45
3300958, -21
1315078, -14
1325143, -45
3299396, -47
3306190, -21
1321480, -16
1323624, -15
1316718, -18
1320519, -45
1381231, -14
1314094, -18
1321844, -44
3288376, -21
1322071, -15
1293428, -20
1122920, -15
1322860, -14
1320229, -13
1324945, -45
3261582, -37
2797400, -23
1327235, -15
1145468, -14
1316310, -13
1326067, -14
1306927, -14
1316967, -18
1325124, -15
1322827, -15
1323535, -43
3302222, -21
1237926, -15
1318224, -19
1107658, -45
3279420, -38
2012491, -45
2939107, -46
3104349, -21
1318588, -15
1319021, -36
1420937, -15
1108490, -14
1224285, -14
1315766, -15
1281521, -14
1301723, -14
1295550, -14
1326807, -15
1128807, -15
1370597, -15
1368819, -14
1285566, -15
1336788, -15
1322960, -44
3297039, -21
1318685, -45
3305182, -37
1396863, -15
1321894, -15
1141726, -16
1320717, -15
1320925, -15
1103352, -19
1318507, -35
1401223, -14
1312775, -15
1364121, -16
1351727, -14
1327857, -15
1238675, -45
1347609, -14
1266119, -15
1321984, -14
1314884, -18
1319059, -15
1318887, -44
3140101, -20
1304583, -14
1322231, -15
1325111, -43
3310008, -20
1295025, -45
3311405, -37
1223241, -15
1103878, -15
1316075, -34
1376910, -15
1258971, -15
1319074, -44
3284237, -36
1455737, -16
1319752, -14
1321741, -44
3316052, -21
1317655, -15
1325141, -44
2806094, -20
1305039, -45
2784849, -21
1314794, -15
1320225, -19
1316819, -14
1308203, -15
1167411, -15
1319316, -15
1361726, -15
1357730, -14
1320519, -15
1313032, -15
1311160, -15
1327441, -15
1138995, -15
1316651, -14
1325091, -14
1319376, -14
1307794, -15
1133180, -19
1325198, -14
1307313, -15
1317542, -15
1315285, -19
1316425, -15
1324922, -14
1319268, -15
1322577, -18
1317972, -15
1262031, -19
1100113, -15
1257950, -19
1318701, -16
1318221, -35
1944843, -34
1233762, -14
1283417, -44
2771608, -47
1412021, -15
1088810, -15
1144725, -14
1314258, -15
1090184, -16
1320532, -15
1315975, -14
1387024, -15
1376280, -15
1191670, -14
1158009, -13
1329528, -14
1313139, -14
1322092, -19
1319841, -44
3316029, -21
1101201, -15
1315257, -14
1319908, -19
1091116, -45
1391409, -14
1322949, -14
1325132, -36
1370939, -15
1313694, -14
1313763, -14
1317928, -15
1289796, -16
1322627, -19
1318808, -30
1391034, -14
1321234, -44
1390314, -15
1324629, -15
1322824, -15
1319585, -14
1318216, -14
1321062, -45
3309708, -35
1391150, -15
1324475, -18
1320861, -34
1393251, -14
1324360, -13
1325127, -18
1321275, -14
1322394, -14
1320720, -15
1321609, -13
1141829, -14
1319920, -15
1324670, -14
1226670, -15
1322753, -14
1128369, -12
1155302, -14
1314934, -14
1299424, -43
3315281, -20
1316449, -15
1322455, -44
3307250, -48
3310099, -22
1325023, -14
1159545, -15
1317019, -14
1325687, -43
3306949, -36
1396625, -15
1306366, -16
1271871, -14
1310543, -14
1140252, -14
1318724, -14
1390204, -15
1365626, -13
1322920, -15
1363388, -14
1257248, -15
1325195, -15
1315116, -14
1297444, -14
1322095, -15
1306674, -45
3306492, -20
1323005, -15
1322258, -14
1316821, -14
1313304, -19
1312557, -14
1320506, -14
1314567, -14
1386368, -15
1194292, -14
1316932, -14
1325213, -43
3268277, -22
1313199, -14
1321358, -14
1306308, -45
2804889, -46
3287320, -21
1312039, -44
3316648, -46
3294898, -47
3279288, -36
3235458, -46
3304258, -21
1313391, -45
3288098, -21
1322455, -18
1302985, -44
3308994, -46
3005419, -45
3308143, -46
3312100, -21
1140516, -44
3306826, -20
1320511, -15
1316528, -45
3244948, -45
3313620, -22
1322544, -45
3310910, -36
1380883, -14
1312234, -44
3317750, -20
1317019, -15
1322846, -15
1296663, -18
1316810, -14
1320298, -17
1315858, -15
1331044, -36
1367579, -15
1121857, -16
1181616, -13
1269242, -14
1266694, -15
1163123, -19
1315999, -14
1325714, -14
1311230, -18
1323743, -44
3292255, -36
1331309, -14
1381355, -15
1375565, -15
1321218, -14
1268145, -15
1321762, -15
1314335, -13
1316310, -44
3315759, -21
1291063, -15
1312660, -19
1314386, -45
3066490, -36
1247613, -15
1163810, -14
1307408, -14
1325136, -43
1337271, -14
1094008, -14
1311110, -14
1319109, -15
1317221, -16
1323488, -44
3101433, -47
3303922, -45
3292684, -22
1097137, -14
1314407, -14
1181258, -18
1214342, -44
1199195, -14
1097344, -15
1305539, -44
3271647, -20
1315236, -14
1320019, -18
1135211, -15
1318568, -16
1319284, -44
3306230, -46
3305616, -21
1257189, -18
1312920, -14
1319968, -34
1434939, -15
1318957, -15
1318765, -15
1280390, -43
3155018, -20
1313067, -44
3299196, -21
1221050, -43
3298947, -21
1154655, -15
1199181, -18
1310340, -44
3315665, -47
3203485, -37
3304426, -21
1314843, -14
1320202, -14
1317469, -14
1311109, -18
1320580, -44
3305323, -35
2733153, -19
1319312, -15
1314696, -15
1318292, -14
1242663, -19
1313105, -15
1213875, -18
1386925, -15
1314528, -14
1350880, -15
1311214, -44
2863275, -22
1321642, -15
1329138, -17
1328983, -15
1165786, -18
1325125, -43
3298804, -36
2003387, -44
3086509, -47
1404982, -19
1325139, -44
3306227, -21
1324560, -14
1322537, -43
3156462, -21
1378034, -15
1291237, -15
1315971, -14
1250029, -35
1252197, -15
1306502, -44
3255623, -46
3247395, -37
3297810, -21
1309678, -16
1321314, -20
1319248, -45
3316733, -21
1313359, -15
1242687, -34
1362763, -19
1312114, -45
1373703, -14
1382328, -15
1328085, -14
1331608, -15
1318894, -15
1179378, -14
1327014, -15
1313328, -35
1388543, -14
1277626, -13
1369244, -16
1168954, -14
1317842, -14
1264151, -19
1126298, -13
1313604, -18
1318253, -46
3313764, -21
1308738, -14
1186232, -18
1322829, -34
1380007, -14
1169276, -13
1142697, -15
1316037, -14
1352332, -14
1357953, -14
1307739, -14
1321256, -15
1322140, -45
3316245, -22
1330746, -15
1317014, -44
3310324, -37
2003226, -44
3288307, -47
3295982, -20
1300341, -15
1318948, -15
1320911, -15
1306155, -45
3212921, -35
1408431, -15
1314097, -45
3296297, -48
3305912, -37
2002268, -43
1392237, -19
1315722, -34
1377386, -14
1320022, -17
1307679, -14
1204774, -18
1310578, -34
1176042, -14
1317514, -14
1263207, -14
1324455, -18
1316442, -45
1379028, -14
1318522, -15
1322435, -15
1304826, -44
3154294, -20
1306686, -18
1317934, -15
1286861, -33
1395282, -15
1322293, -14
1315171, -14
1351749, -15
1285782, -14
1313603, -14
1320516, -14
1320555, -14
1319696, -14
1311356, -14
1318562, -19
1377685, -15
1318460, -30
1377771, -15
1098251, -16
1317820, -15
1316827, -26
1309030, -18
1299039, -18
1318273, -15
1243604, -18
1168208, -14
1318249, -18
1315644, -44
3310658, -37
1445737, -15
1316179, -15
1318745, -14
1144403, -14
1319751, -14
1318615, -15
1320349, -14
1201952, -15
1323567, -45
1333377, -15
1319263, -15
1325209, -14
1266002, -18
1395039, -14
1314813, -15
1318951, -14
1323379, -15
1317275, -14
1306997, -14
1318026, -14
1327202, -14
1324927, -14
1268406, -18
1320578, -14
1326054, -45
3324934, -20
1315905, -14
1318472, -13
1248967, -20
1113282, -15
1306223, -44
3313654, -21
1100941, -15
1320364, -44
3244006, -20
1315968, -14
1316151, -43
2925674, -20
1407236, -14
1319651, -14
1350171, -15
1325947, -15
1232411, -14
1323231, -14
1095364, -14
1186232, -15
1155393, -14
1127398, -14
1251888, -14
1916848, -43
3312536, -20
1319426, -15
1311309, -19
1122600, -14
1322582, -43
3312546, -37
1402456, -14
1320586, -14
1324778, -14
1319015, -14
1321933, -14
1322842, -14
1320587, -14
1327439, -16
1314844, -46
3216097, -20
1322828, -15
1312782, -42
3310667, -20
1143048, -14
1316937, -15
1319630, -34
1366962, -19
1313856, -33
1181828, -14
1315862, -14
1266419, -14
1314800, -15
1324754, -14
1100511, -15
1324084, -15
1356432, -14
1309325, -16
1311521, -15
1242528, -15
1317116, -14
1304825, -14
1315228, -14
1321086, -19
1316868, -18
1208579, -14
1215379, -18
1296999, -17
1093591, -14
