1372886, -22
1322820, -14
1326436, -15
1315111, -15
1313606, -17
1326129, -15
1324440, -15
1326296, -14
1295092, -17
1323995, -15
1322019, -18
1295574, -16
1325951, -14
1323375, -15
1326981, -15
1332065, -15
1325859, -15
1323228, -15
1329820, -15
1317500, -15
1328963, -15
1324097, -15
1325887, -14
1330868, -15
1307048, -14
1327807, -19
1328186, -15
1329738, -13
1321630, -16
1315508, -17
1326881, -15
1329769, -14
1133407, -15
1327539, -14
1261001, -12
1265741, -15
1311425, -16
1292452, -16
1137193, -14
1294825, -15
1325968, -14
1320257, -15
1325848, -18
1315315, -15
1321177, -14
1326180, -15
1326423, -15
1315453, -13
1322441, -15
1116177, -17
1287873, -18
1322627, -13
1296046, -14
1313364, -15
1323270, -16
1309948, -15
1261958, -13
1329366, -14
1315644, -14
1132496, -18
1322224, -14
1223158, -15
1311085, -15
1326288, -14
1323303, -14
1319626, -15
1329768, -15
1269388, -14
1322548, -15
1207893, -14
1325837, -14
1121929, -15
1309954, -15
1213717, -15
1327477, -13
1330667, -14
1278470, -15
1325898, -16
1316599, -15
1329632, -15
1329679, -15
1332098, -14
1324291, -15
1215388, -14
1329045, -15
1323186, -15
1327563, -15
1320756, -14
1325662, -14
1328206, -14
1333680, -15
1328149, -14
1275627, -18
1326505, -16
1330342, -15
1291276, -15
1324133, -14
1313415, -15
1328268, -15
1318948, -14
1264655, -13
1322131, -16
1334245, -14
1310027, -14
1295172, -14
1329776, -14
1327988, -13
1317870, -16
1334309, -15
1317641, -14
1324821, -15
1325702, -14
1225006, -15
1330607, -14
1324663, -15
1325878, -14
1320275, -14
1135659, -18
1286004, -18
1324343, -15
1327712, -12
1284382, -15
1310694, -14
1329383, -14
1308548, -15
1324472, -17
1327876, -13
1327907, -14
1322605, -12
1323229, -15
1332199, -14
1309020, -15
1102977, -14
1313691, -14
1326909, -15
1319557, -14
1099279, -14
1323942, -20
1334185, -15
1318313, -13
1322752, -14
1331053, -15
1205538, -15
1325876, -14
1238011, -14
1329313, -17
1308567, -15
1313818, -14
1299980, -16
1325634, -14
1296189, -15
1321817, -14
1118360, -15
1241669, -19
1307785, -18
1325916, -15
1278752, -14
1324799, -15
1325952, -14
1308981, -14
1325001, -15
1222858, -15
1311543, -14
1265616, -14
1303534, -15
1313695, -15
1327592, -13
1326301, -15
1330166, -14
1325670, -14
1309085, -15
1221036, -11
1323327, -15
1314437, -16
1316322, -14
1319336, -17
1327038, -16
1321651, -16
1329121, -14
1328926, -15
1138851, -14
1325194, -14
1319900, -14
1318382, -13
1330379, -14
1327622, -15
1287804, -15
1322192, -14
1329812, -15
1327439, -14
1322372, -16
1318447, -15
1320952, -13
1325909, -14
1331455, -17
1320043, -14
1292850, -15
1217162, -14
1272653, -16
1322882, -15
1307828, -14
1323059, -16
1330560, -14
1324504, -15
1325691, -12
1315515, -14
1328398, -13
1107606, -15
1330783, -16
1301084, -16
1266736, -15
1295033, -15
1321027, -14
1320689, -12
1318271, -15
1321365, -15
1324069, -14
1327487, -14
1329265, -14
1232499, -14
1329864, -15
1325171, -15
1235527, -14
1324145, -15
1331990, -15
1323330, -14
1231350, -15
1311396, -15
1282217, -14
1329787, -15
1298572, -16
1326481, -15
1328187, -14
1323129, -15
1324168, -15
1322759, -15
1243858, -14
1099707, -14
1324620, -17
1329787, -15
1323410, -16
1203177, -14
1334269, -14
1329820, -15
1326933, -14
1329818, -14
1102936, -14
1307525, -15
1312510, -14
1316941, -15
1327487, -15
1288985, -15
1331777, -15
1314028, -14
1325636, -15
1323319, -15
1311317, -14
1267898, -16
1217983, -16
1319101, -15
1330524, -15
1123603, -15
1325180, -14
1324789, -15
1243470, -14
1288662, -15
1292743, -15
1318260, -14
1329435, -15
1324888, -13
1328833, -15
1228054, -13
1332402, -15
1236819, -15
1309496, -16
1325490, -15
1238435, -14
1324385, -16
1325421, -14
1093644, -14
1316391, -17
1225260, -14
1323700, -15
1329622, -14
1312177, -15
1256863, -14
1325670, -14
1221578, -14
1320604, -13
1290745, -15
1263253, -14
1324945, -16
1326785, -14
1329792, -16
1325690, -15
1331627, -15
1220851, -15
1321058, -15
1328205, -14
1293523, -14
1320177, -14
1271636, -15
1327647, -14
1331810, -15
1276845, -15
1321340, -14
1278321, -14
1318629, -15
1328345, -15
1323445, -14
1325338, -15
1325515, -14
1120971, -17
1259132, -14
1318851, -15
1321019, -15
1328915, -15
1327963, -14
1218253, -15
1325779, -15
1320574, -15
1292877, -14
1284322, -15
1324727, -16
1321376, -15
1223798, -15
1329787, -15
1329703, -14
1315131, -14
1334337, -15
1326221, -15
1327873, -15
1325032, -14
1326310, -15
1323302, -14
1326556, -15
1332810, -15
1247730, -15
1198636, -15
1312270, -15
1222475, -22
1320349, -14
1329678, -14
1329700, -14
1325815, -15
1325264, -15
1125910, -18
1327662, -14
1318356, -15
1313742, -14
1321708, -14
1329071, -15
1247391, -14
1307111, -14
1326342, -16
1150320, -20
1218350, -15
1325436, -14
1331398, -13
1322613, -15
1327494, -15
1325799, -14
1133987, -16
1319064, -15
1290702, -15
1322451, -15
1318707, -14
1297968, -14
1323144, -13
1324042, -14
1310964, -14
1212209, -16
1317035, -15
1313831, -14
1330969, -14
1100068, -14
1232794, -15
1314912, -16
1322517, -16
1313691, -11
1315253, -15
1321468, -15
1332440, -15
1320303, -14
1308806, -16
1298678, -14
1097295, -14
1311062, -15
1322859, -15
1325942, -14
1327596, -14
1324267, -15
1328225, -15
1297238, -15
1313665, -15
1328162, -14
1153961, -15
1327569, -14
1329161, -15
1326702, -14
1326959, -15
1272746, -14
1331721, -15
1329883, -15
1112349, -15
1255481, -19
1325823, -14
1311508, -26
1209801, -18
1325874, -14
1331970, -15
1325580, -15
1325164, -15
1324359, -15
1325381, -14
1327502, -16
1187835, -15
1269591, -14
1332807, -15
1115300, -14
1326836, -18
1333032, -14
1320377, -15
1325209, -15
1323161, -16
1329181, -15
1329119, -14
1325188, -16
1099413, -17
1316547, -12
1324927, -14
1323917, -16
1329479, -15
1324864, -15
1323754, -15
1326544, -16
1327483, -15
1323545, -14
1257692, -16
1330970, -14
1327123, -15
1204995, -14
1332603, -16
1328830, -13
1302809, -15
1323084, -15
1333090, -15
1205015, -15
